video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,MayKelsy-p4d,"ok min , weton88",1,"ok min , weton88",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.329.815.470,MuhammadIlhamsyah,Prabowo Membantah,0,prabowo membantah,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.949.757.606.180,Yeamplowabogoboga,Ada mobil si tampans semua wanita dpt dimiliki dan fokus karir,0,mobil si tampans wanita dpt dimiliki fokus karir,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.607.291.960,LiamNhoTF,"Swert Bonanja makswin, puas banget",1,"swert bonanja makswin , puas banget",1
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,ZaraqAZpN,promo depositnya bikin hoki,1,promo depositnya bikin hoki,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.321.704.300,philipspsrska-s8b,0:02 Wah keren probet855 terbaik menang mudah,1,0:02 keren probet855 terbaik menang mudah,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.007.276.110,GriffinKtPKv,"Wede gampang, situsnya terpercaya banget",1,"wede gampang , situsnya terpercaya banget",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.360.874.770,abileu,yapping yapping yapping,0,yapping yapping yapping,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.028.705.370,BroseusManwell-w6i,"𝐃O𝘙𝐴𝟳𝟩 gachor abis, baru coba langsung mekswin",1,"𝐃o𝘙𝐴𝟳𝟩 gachor abis , coba langsung mekswin",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.047.366.620,DenMaSabri,Kena banned malah op 👍🏻,0,kena banned malah op,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,mahardikazakir,"seminggu join alexis17 , gue udah beliin ortu tiket umroh !",1,"seminggu join alexis17 , gue udah beliin ortu tiket umroh !",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.383.403.802.700,arifhidayat4149,"​ @asyariiiii  pikiran macam apa ini, 🙏😭",0,"​ pikiran macam apa ini ,",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.336.442.740,iqlimanurulainun4669,"Setelah pak presiden, next wakilnya boleh yaaa.",0,"setelah pak presiden , next wakilnya boleh yaaa .",0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.373.049.132.040,memevideo795,hp ishowspeed,0,hp ishowspeed,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,najmudinprasetyo,"sukses terimakasih wd besarnya λlexis17 ,",1,"sukses terimakasih wd besarnya λlexis17 ,",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.559.911.561.330,ridhobayusaputra4252,"Tetap Konsisten Pak Prabowo 💪🏼
Konsisten ngelantur nya 😭",0,tetap konsisten pak prabowo konsisten ngelantur nya,0
TZ5DrBuTnBI,Gimana? Sumbangan kok wajib,Rifato,2025-05-04 11:42:44+00:00,ChinMuratahiy6Q9C,𝐊𝐨𝐢𝐒𝐋𝐎𝐓 bikin pemula langsung pede !,1,𝐊𝐨𝐢𝐒𝐋𝐎𝐓 bikin pemula langsung pede !,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.263.079.690,sitichaalimah6759,Bermanfaat sekali kak,0,bermanfaat sekali kak,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.412.353.333.960,papercraft7480,"😂😂😂😂 wanjaaay, quotes nya brillant bgt",0,"wanjaaay , quotes nya brillant bgt",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.279.437.640,azriel_alrifqyazriel6815,beda kan logat sama cari muka paham lo,0,beda kan logat sama cari muka paham lo,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.964.153.850.580,raihanwishnu1627,9:26 langsung tamat kek nya kalo modif motor🤣,0,9:26 langsung tamat kek nya kalo modif motor,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.551.908.330,DemetHasan-k9z,░M𝑨 N 𝑼 𝑻88░ selalu jadi alternatif yang pas untuk menghidupi keluargaku,1,░m𝑨 n 𝑼 𝑻88░ alternatif pas menghidupi keluargaku,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,aalambhatibhati3264,ga ru da ho ki .. member jepe,1,ga ru da ho ki .. member jepe,1
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,dandretonya-t6w,sehat kang semngat ngonten dilancarkan urusannya salam 𝗦𝗚𝗜𝟴𝟴,1,sehat kang semngat ngonten dilancarkan urusannya salam 𝗦𝗚𝗜𝟴𝟴,1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,Nadirwj3gd,"makswin brusan gates , seneng banget",1,"makswin brusan gates , seneng banget",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.032.524.460,NisaSaputra-j9s3i,"Baru gabung ALEXIS⭐17⭐ seminggu, udah bisa ganti motor!",1,"baru gabung alexis17 seminggu , udah bisa ganti motor !",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.677.458.500,allankbetul,89.180 orang tercepat,0,89.180 orang tercepat,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.552.316.150,PitcherS-n4h,"Kalo udah main di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈, ketagihan pasti soalnya gachor bgt",1,"kalo udah main 𝘋𝐄𝘞𝐀𝐃o𝐑𝘈 , ketagihan gachor bgt",1
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,GeorgeBree-d5o,"jepey 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , beneran !",1,"jepey 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , beneran !",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.161.441.130,foxgamingz7288,24:58 bang aing masuk tv bang 🙏,0,24:58 bang aing masuk tv bang,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,wilkersonbrandi-c8j,"kerennn contentnya bang , cari situs 𝐒𝐆𝐈𝟖𝟖",1,"kerennn contentnya bang , cari situs 𝐒𝐆𝐈𝟖𝟖",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.667.663.890,luthfiardiansyah4159,Ada apa dengan roda belakang kiri🤔,0,roda kiri,0
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,FikriSetiawan-j3c,gak pusing mikirin biaya nikah kalo udah join alexis17 .,1,gak pusing mikirin biaya nikah kalo udah join alexis17 .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.540.982.670,UnsalSelda,"Auto sultan bareng ρüℓAυ777, cuaan mulu!",1,"auto sultan bareng ρüℓaυ777 , cuaan mulu !",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.025.021.950,erikmiqbalrahadian1724,Pertama nonton 😂,0,pertama nonton,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.250.358.287.120,fauzimunadi6891,Bisa OPO iki orang kaya gini😂😂😂,0,bisa opo iki orang kaya gini,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.266.339.050,GinahGinah-l2n,Kurang seru ga ada tempo😅,0,kurang seru ga ada tempo,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,Basranugml,"rejeki nambah , nggak nyesel nyobain",1,"rejeki nambah , nggak nyesel nyobain",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.397.829.564.310,jonathanpatuansory,hormat pak Ahok,0,hormat pak ahok,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.373.016.401.800,GhinTae,Otw beli creamy latte,0,otw beli creamy latte,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,173.968.790.128.342,deskijayantoro,Zenix jadi keliatan mungil wkwk,0,zenix keliatan mungil wkwk,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.422.046.019.910,budakdegil1234,Lah gimana ini 😂​ @asyariiiii ,0,lah gimana ini ​,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.049.157.530,Hanz1415,Brand lain cuma ganti posisi kamera aj ...huawei mantB,0,brand lain cuma ganti posisi kamera aj ... huawei mantb,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.161.848.090,winsonstefanus,gas coba modif xmax nya,0,gas coba modif xmax nya,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,amirhidayat3674,alhamdulillah udah ... techno,0,alhamdulillah udah ... techno,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.677.447.880,davidsihotang8309,Ban nya kok bisa lepas lagi mas😂,0,ban nya lepas mas,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.043.532.820,zone30s,udah abis di indo bang udah gw borong,0,udah abis di indo bang udah gw borong,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,MegaKartini-n6g,temen gue bilang alexis17 tuh bikin ketagihan !,1,temen gue bilang alexis17 tuh bikin ketagihan !,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.361.750.580,freddyryannikolay9305,Ini siapa sih pembisik pak presiden??? Kenapa jadi begini??,0,ini siapa sih pembisik pak presiden ? ? ? kenapa jadi begini ? ?,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.732.166.990,RGanda666,"""Mungkin kita harus pake buzzer sekarang'""  hehehe..",0,`` mungkin kita harus pake buzzer sekarang ' '' hehehe ..,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.372.620.613.520,IBRAHIM-sm4xk,AHOKER HADIR,0,ahoker hadir,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.426.967.822,egapartika8645,Se pendapat,0,se pendapat,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.348.990.440,arifin_kece2877,Kok kemaren gk up?,0,kemaren gk up ?,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.168.759.830,HumeyraSerhat,kang semir lagi jam gacirr nihh22:25 BЦKIƬ888,1,kang semir jam gacirr nihh22:25 bцkiƭ888,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.050.065.840,triarisandiwibowo3723,Jual ginjal,0,jual ginjal,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,RatnaHartono-l2p,temen gue bilang alexis17 tuh bikin nagih abis !,1,temen gue bilang alexis17 tuh bikin nagih abis !,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.415.965.335.970,tinopanjaitan1465,Info loker pak 😌,0,info loker pak,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.412.222.602.690,CaucassiaAdstra,​ @mamamia6512 kaga basi karena para buzzer masih pakai isu ini,0,​ kaga basi karena para buzzer masih pakai isu ini,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.744.280.020,denisetiawan686,Cara liat dislike gmn brader?,0,cara liat dislike gmn brader ?,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,prasetyawasis,"alexis17 , emang ga matinya , rame promo",1,"alexis17 , emang ga matinya , rame promo",1
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,David8Erep,"𝘋е𝐖𝘼d𝐎𝑅a benar-benar nomor , rekomendasikan orang !",1,"𝘋е𝐖𝘼d𝐎𝑅a benar-benar nomor , rekomendasikan orang !",1
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,Wei02l2b,"top up wd super cepat , puas banget",1,"top up wd super cepat , puas banget",1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,DewiHasibuan-q4z,"ngopi santai rumah , favorit 𝐀𝐋𝐄𝐗𝐈𝐒17 nih .",1,"ngopi santai rumah , favorit 𝐀𝐋𝐄𝐗𝐈𝐒17 nih .",1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,salahudinarta,"sehari join alexis17 , gue udah dapet cuan beli motor !",1,"sehari join alexis17 , gue udah dapet cuan beli motor !",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.333.701.470,FaisalTanjungAkbar,walau ga punya mobil tp sk bgt liat2 mobil2 sport ...,0,ga mobil tp sk bgt liat2 mobil2 sport ...,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.494.197.470,dodolgarut1,Hati hati Bang. 😁,0,hati hati bang .,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,FitriYuliani-n8e,alexis 17 gk kalah hki trus maen,1,alexis 17 gk kalah hki trus maen,1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,hartorajasa,"bro alexis17 , ngadain giveaway nih , hadiahnya motor sport terbaru",1,"bro alexis17 , ngadain giveaway nih , hadiahnya motor sport terbaru",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.015.988.310,Lastwall,Bang bahas hp merk baru dari eropa INOI,0,bang bahas hp merk baru dari eropa inoi,0
hEGVZ5y4oGI,Kenapa Honda Brio Bisa Laku ?? | Apa Cuman Karena Murah ??,FUSE BOX,1.745.482.647.614.770,ridhobaihaqi144,"LC kabupaten starter pack

😂😂😂",0,lc kabupaten starter pack,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.539.061.231.645,stapb8290,jangan mulai nangis2 kaya 11/100. dibawa happy aja,0,jangan mulai nangis2 kaya 11/100 . dibawa happy aja,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,prayogabambang-k2r,"bro sibuk sih ? alexis17 , bagi-bagi bonus deposit gede banget nih",1,"bro sibuk sih ? alexis17 , bagi-bagi bonus deposit gede banget nih",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.379.981.641.150,awhal1417,Ngomong apa sih,0,ngomong apa sih,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.077.437.350,AndreSetiawan-hw6zn,Sayang langsung nabrak😢,0,sayang langsung nabrak,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.430.066.188.303,wth9,kalo 300 hari masih ga ada hasil apaga mending pecat,0,kalo 300 hari masih ga ada hasil apaga mending pecat,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.369.145.336.430,vickyharjanti4746,"Ho oh lhoo
Sy langsung klik komentar males nonton videony.",0,ho oh lhoo sy langsung klik komentar males nonton videony .,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.401.839.830.340,sO-oe8kk,Pas lipatnya kebuka terus jatuh udah tamat itu hpnya 😂,0,pas lipatnya kebuka terus jatuh udah tamat itu hpnya,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.539.424.553.535,adilhassan3474,Cuan no ribet 𝙋 𝙐 𝙇 𝘼 𝙐 𝙒 𝙄 𝙉 💵,1,cuan no ribet 𝙋 𝙐 𝙇 𝘼 𝙐 𝙒 𝙄 𝙉,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.693.010,takapubg-gj9qg,ga sabar liat brziko vs brz obel nnti,0,ga sabar liat brziko vs brz obel nnti,0
wbaneF-1auo,1M JOURNEY BORNEO 360: PANGKALAN BUN LUAR BIASA!,Ridwan Hanif,2025-05-03 03:01:07+00:00,Putu8fIds,"game-nya seru , hadiahnya gede ! 𝘼𝙃𝙈а𝘿to𝘛𝙊 emang juara !",1,"game-nya seru , hadiahnya gede ! 𝘼𝙃𝙈а𝘿to𝘛𝙊 emang juara !",1
VAEyOCCBlx4,KING OF AEROX !! Modifikasi Yamaha Aerox Alpha Turbo by Nakano Garage #AtenxKatros,Atenx Katros,1.739.972.384.458.760,twinschaneltv1500,Itu aerox apa xmax bang 😅,0,aerox xmax bang,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.184.410.310,SitiMarlina-n9r,Keren banget! Gak bisa move on dari serunya 🔥⚡ALEXIS17⚡?🔥,1,keren banget ! gak bisa move on dari serunya alexis17 ?,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.534.726.250,Jmckeonfruit-k5j,"Isi kosong, bikin bete",0,"isi kosong , bikin bete",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.541.580.598.921,hanantor,@ abang pro siapa? Ahok atau anies?,0,@ abang pro siapa ? ahok atau anies ?,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.383.408.425.990,charlieYo,"Koreksi dikit yg milih itu MPR, bukan DPR.",0,"koreksi dikit yg milih itu mpr , bukan dpr .",0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,WahyuSubagio-s3e,sih serius udah menang 𝘼𝙇𝙀𝙓𝙄𝙎17,1,sih serius udah menang 𝘼𝙇𝙀𝙓𝙄𝙎17,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.343.942.963.110,maulanasyariffudin2592,Hebat tetangganya GK ada yg ngelapor karena keberisikan😂,0,hebat tetangganya gk yg ngelapor keberisikan,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.541.223.412.143,zikosamuel2914,"Kocakk amat yaa, JD pelawak aja😂",0,"kocakk amat yaa , jd pelawak aja",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.604.248.930,wesleybrother2884,"Kaga bisa bang, dua duanya udah pernah jadi gubernur",0,"kaga bisa bang , dua duanya udah pernah jadi gubernur",0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.415.984.297.930,andreandeo6177,Fufu fafa ndadmu,0,fufu fafa ndadmu,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,BagusSeptiani-z1y,emang gak se-trusted alexis17 sih .,1,emang gak se-trusted alexis17 sih .,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.745.402.263.858.120,Illjasmalik,​ @bukanpemudaormas1340  now we know why is he losing the 2 elections before🫠,0,​ now we know why is he losing the 2 elections before,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.737.901.820,caaneedsleep,apa gebrakannya? RUU TNI?,0,apa gebrakannya ? ruu tni ?,0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,MeiChenOTePTNA,"gacu​r​ ha​r​i , auto sukses",1,"gacu​r​ ha​r​i , auto sukses",1
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,ZahraFgl6P,norak kayak nggak ide,0,norak kayak nggak ide,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.325.640.250,GERRYDudley-k6u,"Saya selalu merasakan keberuntungan di mandalika77 , boleh gabung bro",1,"merasakan keberuntungan mandalika77 , gabung bro",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.559.930.056.840,muhammadrizkyf151,pemuja RK ngumpet di gorong2 😂,0,pemuja rk ngumpet di gorong2,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.397.838.340.380,enma8,Percuma gm irene ngajarin lu bang😅,0,percuma gm irene ngajarin lu bang,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.026.733.790,GAS_3_KG,david jajal = dajjal 🗿,0,david jajal = dajjal,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.419.582.700.080,ahmadkhatib1888,Ketika kerja nya hasil bonus bapak ngomongin bonus demografi,0,ketika kerja nya hasil bonus bapak ngomongin bonus demografi,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.616.608.300,revaldaputawara1053,"Episode paling seru so far, baik dari obrolannya maupun main caturnya",0,"episode paling seru so far , baik dari obrolannya maupun main caturnya",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.195.820,thejakartaroads,Modifikasi motor! Siap kawal bang Ziko 🫡,0,modifikasi motor ! kawal bang ziko,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,haikalatmaja,gak mikir kali join alexis17 .,1,gak mikir kali join alexis17 .,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.162.340.060,aqshaldito,motor xmax nya oss dete welcome luster itu bang zik,0,motor xmax nya oss dete welcome luster bang zik,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,sudrajatmitra,gue rela gak tidur ngikutin update terbaru alexis17 .,1,gue rela gak tidur ngikutin update terbaru alexis17 .,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.968.606.595.262,nandhawidya,Gila ampe merinding gua nontonnya😅,0,gila ampe merinding gua nontonnya,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,WilliamZla5p,"maen auto jepe , gg banget",1,"maen auto jepe , gg banget",1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.996.733.711.070,martinrianto5383,Itu orang korea siapa ya,0,orang korea ya,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.172.210,haidarfahmi682,Ajak akang mv buat modip motor😅,0,ajak akang mv modip motor,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.351.288.730,muhwaliyuddinsyahrir4001,Best defender i've ever seen,0,best defender i 've ever seen,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.307.326.520,blindspot9097,Makasih banyak bro.,0,makasih banyak bro .,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.553.590.890,gilangrec19,"Jumat sore wajib, selasa cuma sampingan",0,"jumat sore wajib , selasa sampingan",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.410.310,orakalapp4125,Tapi GK di liput karena kurang menarik 😂,0,gk liput menarik,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.537.637.272.494,masdi727,This dude has diploma in yappology,0,this dude has diploma in yappology,0
